陕西,咸阳,陕西,西安,"[2130.0, 360.0, 5274.0, 4514.15, 5635.0, 5124.0, 5870.0, 5645.0, 5090.0, 6045.0, 3854.0, 4155.0, 1414.0, 1875.0, 1713.0, 5400.0, 7916.0, 4784.0, 0]","[868.1799999999997, 404.20000000000005, 3622.490000000003, 3466.139999999999, 3194.340000000002, 3172.7200000000007, 2893.0900000000006, 3465.820000000002, 3544.1800000000026, 4612.980000000003, 3087.16, 3037.940000000001, 1102.9599999999996, 1154.6299999999999, 1184.45, 3638.440000000002, 4666.470000000004, 3549.0100000000016, 0]"
陕西,咸阳,宁夏,银川,"[25.0, 0, 275.0, 398.0, 430.0, 490.0, 427.0, 360.0, 365.0, 260.0, 150.0, 45.0, 20.0, 30.0, 50.0, 702.0, 815.0, 473.5, 0]","[24.75, 0, 306.05999999999995, 466.33, 400.96999999999997, 409.48, 374.42, 281.18, 465.4, 194.50000000000003, 249.0, 65.9, 24.0, 32.5, 59.0, 875.4499999999999, 880.53, 669.92, 0]"
陕西,咸阳,陕西,咸阳,"[65.0, 80.0, 549.0, 273.0, 363.0, 275.0, 440.0, 1157.0, 390.0, 444.0, 870.0, 570.0, 1195.0, 285.0, 435.0, 1651.0, 1289.0, 1662.0, 0]","[11.6, 67.69999999999999, 235.00000000000003, 186.76000000000002, 185.54, 159.19, 192.1, 722.2999999999998, 206.52, 311.34000000000003, 730.0300000000001, 346.5300000000001, 997.5599999999997, 187.18, 334.89000000000004, 1274.29, 917.6299999999999, 1327.9000000000003, 0]"
陕西,咸阳,重庆,重庆,"[350.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35.0, 0, 0, 0, 0, 0, 0, 0]","[322.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57.5, 0, 0, 0, 0, 0, 0, 0]"
陕西,咸阳,陕西,汉中,"[415.0, 60.0, 241.0, 292.0, 295.0, 445.0, 220.0, 325.0, 140.0, 116.0, 90.0, 135.0, 85.0, 50.0, 50.0, 240.0, 254.0, 277.5, 0]","[239.52, 144.60000000000002, 240.09, 366.42, 242.71000000000004, 340.40000000000003, 221.1, 194.97, 122.2, 70.75999999999999, 99.1, 193.85, 96.9, 48.05, 49.8, 284.19, 180.8, 310.16999999999996, 0]"
陕西,咸阳,青海,西宁,"[40.0, 40.0, 307.0, 304.0, 332.0, 501.5, 240.0, 285.0, 240.0, 334.0, 102.0, 110.0, 20.0, 25.0, 70.0, 312.0, 564.0, 295.0, 0]","[24.7, 91.1, 295.19999999999993, 372.33, 342.59, 519.17, 235.71, 290.3, 282.4, 447.02000000000004, 186.3, 135.6, 5.9, 32.4, 60.12, 264.6000000000001, 542.05, 291.11, 0]"
陕西,咸阳,新疆,乌鲁木齐,"[40.0, 0, 910.0, 671.0, 1006.0, 1191.5, 2050.0, 1474.0, 1188.0, 772.0, 30.0, 65.0, 0, 0, 145.0, 698.0, 983.0, 1501.5, 0]","[20.0, 0, 1000.9000000000001, 1036.98, 1151.08, 1657.6700000000003, 2274.9, 1660.66, 1587.7099999999998, 973.6099999999999, 73.5, 72.48, 0, 0, 150.20000000000002, 902.82, 1199.9999999999998, 1862.72, 0]"
陕西,咸阳,陕西,商洛,"[200.0, 10.0, 120.0, 132.0, 0, 100.0, 110.0, 90.0, 75.0, 20.0, 10.0, 35.0, 100.0, 30.0, 80.0, 121.0, 188.0, 65.0, 0]","[161.0, 10.0, 195.6, 202.3, 0, 25.4, 50.599999999999994, 65.9, 137.2, 51.6, 20.5, 27.020000000000003, 93.3, 10.7, 76.36, 187.38, 196.2, 53.7, 0]"
陕西,咸阳,陕西,宝鸡,"[240.0, 90.0, 110.0, 140.0, 350.0, 138.0, 192.0, 330.0, 355.0, 274.0, 90.0, 590.0, 0, 30.0, 140.0, 100.0, 504.0, 260.5, 0]","[74.9, 91.16, 78.4, 157.3, 185.25000000000003, 125.00000000000001, 148.20000000000002, 295.46000000000004, 254.0, 221.2, 76.9, 447.62, 0, 8.9, 98.58, 49.24, 316.90000000000003, 277.34, 0]"
陕西,咸阳,陕西,渭南,"[160.0, 0, 157.0, 332.0, 331.0, 360.0, 330.0, 605.0, 430.0, 617.0, 435.0, 225.0, 80.0, 100.0, 40.0, 532.0, 793.0, 722.5, 0]","[33.4, 0, 87.3, 254.27000000000004, 221.64, 184.53000000000003, 144.25, 341.34999999999997, 340.35, 420.87, 428.4500000000001, 185.7, 40.6, 61.129999999999995, 40.709999999999994, 425.84000000000003, 578.7400000000001, 524.7299999999999, 0]"
陕西,咸阳,甘肃,兰州,"[40.0, 0, 758.0, 575.0, 898.0, 827.5, 470.0, 490.0, 815.0, 642.0, 410.0, 105.0, 30.0, 120.0, 70.0, 491.0, 880.0, 884.5, 0]","[14.7, 0, 612.7699999999999, 585.9, 747.19, 820.33, 376.50000000000006, 434.60999999999996, 742.5399999999997, 529.7299999999999, 567.5000000000001, 138.7, 14.39, 58.8, 55.5, 527.94, 786.3699999999999, 1115.15, 0]"
陕西,咸阳,陕西,安康,"[80.0, 0, 66.0, 20.0, 0, 70.0, 0, 0, 15.0, 20.0, 0, 25.0, 5.0, 0, 0, 140.0, 136.0, 45.5, 0]","[6.8, 0, 72.0, 17.08, 0, 18.9, 0, 0, 26.0, 7.0, 0, 8.9, 4.56, 0, 0, 166.0, 65.6, 59.5, 0]"
陕西,咸阳,甘肃,武威,"[0, 10.0, 45.0, 93.0, 150.0, 85.0, 110.0, 125.0, 105.0, 104.0, 80.0, 10.0, 0, 0, 0, 100.0, 32.0, 0, 0]","[0, 8.4, 38.599999999999994, 242.25, 188.4, 81.6, 84.9, 92.30000000000001, 109.08000000000001, 98.9, 73.95, 24.0, 0, 0, 0, 124.3, 8.9, 0, 0]"
陕西,咸阳,陕西,延安,"[0, 0, 240.0, 173.0, 429.0, 357.5, 285.0, 475.0, 260.0, 122.0, 70.0, 60.0, 0, 30.0, 20.0, 50.0, 304.0, 119.5, 0]","[0, 0, 254.18, 201.34999999999997, 397.06000000000006, 359.58000000000004, 196.35, 398.46, 286.05, 116.83, 75.39999999999999, 55.900000000000006, 0, 5.0, 29.0, 82.0, 233.85, 112.3, 0]"
陕西,咸阳,甘肃,天水,"[0, 0, 52.0, 25.0, 0, 60.0, 0, 65.0, 55.0, 30.0, 40.0, 35.0, 0, 0, 10.0, 50.0, 0, 65.0, 0]","[0, 0, 48.199999999999996, 26.6, 0, 23.0, 0, 13.899999999999999, 41.510000000000005, 24.88, 33.0, 20.4, 0, 0, 6.84, 30.0, 0, 41.5, 0]"
陕西,咸阳,甘肃,白银,"[0, 0, 45.0, 0, 62.0, 100.0, 120.0, 35.0, 50.0, 104.0, 30.0, 0, 0, 0, 0, 30.0, 10.0, 20.0, 0]","[0, 0, 37.87, 0, 47.8, 130.38, 126.0, 19.0, 52.400000000000006, 81.0, 76.4, 0, 0, 0, 0, 30.5, 26.0, 20.6, 0]"
陕西,咸阳,甘肃,酒泉,"[0, 0, 36.0, 60.0, 60.0, 0, 60.0, 30.0, 10.0, 0, 0, 0, 0, 0, 0, 0, 20.0, 55.0, 0]","[0, 0, 36.72, 53.1, 38.3, 0, 63.0, 19.1, 29.0, 0, 0, 0, 0, 0, 0, 0, 7.7, 51.4, 0]"
陕西,咸阳,河南,许昌,"[0, 0, 30.0, 24.0, 50.0, 0, 30.0, 0, 50.0, 0, 0, 85.0, 20.0, 0, 0, 30.0, 50.0, 60.0, 0]","[0, 0, 30.0, 60.0, 50.3, 0, 22.0, 0, 49.8, 0, 0, 103.8, 3.5, 0, 0, 12.0, 26.9, 19.6, 0]"
陕西,咸阳,甘肃,张掖,"[0, 0, 65.0, 10.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60.0, 0, 0, 0]","[0, 0, 16.9, 7.58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64.35, 0, 0, 0]"
陕西,咸阳,甘肃,平凉,"[0, 0, 215.0, 384.0, 230.0, 295.0, 315.0, 375.0, 365.0, 392.0, 135.0, 0, 0, 0, 65.0, 350.0, 642.0, 379.0, 10.0]","[0, 0, 173.04, 319.92, 222.17000000000002, 220.6, 237.13000000000002, 281.33000000000004, 379.09999999999997, 417.48999999999995, 116.57000000000001, 0, 0, 0, 57.230000000000004, 500.2, 489.0, 459.52, 10.5]"
陕西,咸阳,宁夏,中卫,"[0, 0, 15.0, 0, 0, 80.0, 30.0, 60.0, 10.0, 0, 20.0, 25.0, 0, 60.0, 0, 50.0, 84.0, 32.0, 0]","[0, 0, 21.0, 0, 0, 52.5, 20.0, 38.0, 31.5, 0, 44.0, 17.6, 0, 63.0, 0, 75.64, 94.5, 31.82, 0]"
陕西,咸阳,甘肃,陇南,"[0, 0, 25.0, 52.0, 113.0, 70.0, 50.0, 70.0, 70.0, 90.0, 65.0, 120.0, 0, 90.0, 30.0, 40.0, 52.0, 90.0, 0]","[0, 0, 21.8, 38.7, 71.28, 99.2, 32.2, 52.55, 102.6, 98.6, 129.3, 164.17000000000002, 0, 52.0, 14.5, 36.0, 35.0, 64.6, 0]"
陕西,咸阳,浙江,嘉兴,"[0, 0, 25.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 25.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
陕西,咸阳,四川,成都,"[0, 0, 50.0, 0, 0, 0, 0, 0, 0, 42.0, 0, 10.0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 66.2, 0, 0, 0, 0, 0, 0, 53.5, 0, 19.0, 0, 0, 0, 0, 0, 0, 0]"
陕西,咸阳,新疆,博尔塔拉,"[0, 0, 72.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 93.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
陕西,咸阳,河南,郑州,"[0, 0, 1286.0, 2201.0, 3176.0, 1919.5, 3242.0, 1145.0, 1782.0, 1019.0, 650.0, 1370.0, 135.0, 0, 145.0, 350.0, 1986.0, 678.0, 0]","[0, 0, 1425.7, 3070.400000000002, 3619.6600000000017, 2245.950000000001, 2486.5, 1063.37, 2225.999999999999, 1148.6399999999999, 799.3700000000001, 1864.1999999999998, 152.38, 0, 117.13, 504.24, 1626.45, 587.7499999999999, 0]"
陕西,咸阳,陕西,榆林,"[0, 0, 69.0, 243.0, 160.0, 523.0, 320.0, 575.0, 385.0, 489.0, 185.0, 140.0, 20.0, 60.0, 20.0, 295.0, 576.0, 571.0, 0]","[0, 0, 80.0, 338.32000000000005, 163.5, 536.0699999999999, 244.45000000000002, 552.24, 378.46, 496.63999999999993, 194.98, 139.9, 10.0, 35.6, 10.5, 261.90000000000003, 484.08, 575.0100000000001, 0]"
陕西,咸阳,陕西,铜川,"[0, 0, 10.0, 38.0, 50.0, 60.0, 30.0, 5.0, 0, 42.0, 40.0, 25.0, 20.0, 0, 20.0, 45.0, 32.0, 30.0, 0]","[0, 0, 4.5, 26.9, 10.489999999999998, 13.5, 5.3, 4.2, 0, 8.700000000000001, 37.5, 22.0, 10.0, 0, 20.0, 9.399999999999999, 6.2, 3.2, 0]"
陕西,咸阳,甘肃,庆阳,"[0, 0, 155.0, 45.0, 0, 45.0, 190.0, 300.0, 120.0, 304.0, 28.0, 30.0, 0, 0, 0, 683.0, 449.0, 128.5, 0]","[0, 0, 36.800000000000004, 32.7, 0, 42.0, 166.37, 272.4, 100.2, 371.28000000000003, 23.16, 95.5, 0, 0, 0, 912.6999999999999, 406.99, 153.5, 0]"
陕西,咸阳,新疆,巴音郭楞,"[0, 0, 128.0, 12.0, 0, 12.5, 70.0, 0, 40.0, 40.0, 40.0, 0, 0, 0, 0, 0, 20.0, 114.0, 0]","[0, 0, 81.0, 29.8, 0, 29.7, 64.4, 0, 51.3, 49.6, 26.0, 0, 0, 0, 0, 0, 32.5, 96.5, 0]"
陕西,咸阳,河南,开封,"[0, 0, 32.0, 25.0, 30.0, 25.0, 90.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64.0, 10.0, 0]","[0, 0, 33.0, 24.75, 24.7, 40.4, 35.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42.4, 9.13, 0]"
